
TERMSOURCEKEY	COURSEID 	CLASSNUMBER	TERM       	SUBJECTDESCRIPTIONSOURCEKEY	DESCR                                             	FACILITYTYPE 	EXAMDT     	EXAMSTARTTIME	EXAMENDTIME	EXAMTIMECODE	ROOMCAPACITY	ENROLLTOTAL	COURSE
2161         	014348   	      19293	Spring 2016	PHY                        	Nsc 225                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         385	         26	General Physics Lab 2
2161         	014348   	      19295	Spring 2016	PHY                        	Knox 104                                          	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         222	         26	General Physics Lab 2
2161         	014348   	      19295	Spring 2016	PHY                        	Nsc 216                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	          97	         26	General Physics Lab 2
2161         	014348   	      19295	Spring 2016	PHY                        	Nsc 225                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         385	         26	General Physics Lab 2
2161         	014348   	      19296	Spring 2016	PHY                        	Knox 104                                          	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         222	         25	General Physics Lab 2
2161         	014348   	      19296	Spring 2016	PHY                        	Nsc 216                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	          97	         25	General Physics Lab 2
2161         	014348   	      19296	Spring 2016	PHY                        	Nsc 225                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         385	         25	General Physics Lab 2
2161         	014348   	      21044	Spring 2016	PHY                        	Knox 104                                          	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         222	         19	General Physics Lab 2
2161         	014348   	      21044	Spring 2016	PHY                        	Nsc 216                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	          97	         19	General Physics Lab 2
2161         	014348   	      21044	Spring 2016	PHY                        	Nsc 225                                           	LCTR         	11-MAY-2016	08:00        	11:00      	M9          	         385	         19	General Physics Lab 2
2161         	014350   	      10189	Spring 2016	PHY                        	Knox 104                                          	LCTR         	10-MAY-2016	15:30        	18:30      	TR14        	         222	        159	General Physics 3
2161         	014350   	      10189	Spring 2016	PHY                        	Knox 109                                          	LCTR         	10-MAY-2016	15:30        	18:30      	TR14        	         222	        159	General Physics 3
2161         	014360   	      17360	Spring 2016	PHY                        	Norton 112                                        	LCTR         	09-MAY-2016	08:00        	11:00      	M8          	         340	         23	General Physics 3 Lab
